sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
16,85004.000,18643302.407,1123.945,400.485,401.202,270.553,0.989,0.672,0.846,182.000,900.000,2,"[20, 23]",21600.000,2457588.472,542.073,174.392,173.349,156.177,0.987,0.894,0.906,0.254,76.170
18,34052.000,4726914.396,685.068,212.876,209.073,207.399,0.990,0.992,0.912,156.000,178.000,1,[19],16224.000,1554535.724,470.274,147.526,144.522,142.934,0.986,0.989,0.922,0.476,2.000
19,32532.000,4413975.779,670.240,210.219,206.467,200.664,0.987,0.972,0.910,160.000,402.000,1,[21],15580.000,1462901.146,460.617,145.121,142.014,139.691,0.986,0.984,0.923,0.479,2.000
21,32824.000,4473537.232,673.269,209.571,204.788,204.152,0.989,0.997,0.910,218.000,1420.000,1,[24],16160.000,1545346.365,469.588,147.092,143.934,142.955,0.986,0.993,0.921,0.492,2.000
22,29736.000,3857337.349,641.955,203.421,200.010,189.323,0.988,0.946,0.907,228.000,3504.000,1,[25],15316.000,1425876.255,458.274,148.647,145.658,133.915,0.985,0.919,0.916,0.515,0.000
23,31208.000,4147273.782,654.441,204.832,201.859,196.867,0.989,0.975,0.916,244.000,3048.000,1,[26],15532.000,1456145.837,461.789,145.836,142.381,138.915,0.984,0.976,0.915,0.498,2.000
24,30224.000,3952680.499,643.612,202.712,197.415,194.994,0.989,0.987,0.917,254.000,2258.000,1,[27],14968.000,1377556.632,449.789,142.352,139.430,136.686,0.987,0.980,0.930,0.495,0.000
25,32200.000,4346579.304,666.441,208.096,204.512,200.508,0.989,0.980,0.911,272.000,582.000,1,[28],15868.000,1503651.140,466.274,146.997,143.841,140.463,0.985,0.976,0.917,0.493,0.000
26,30976.000,4101113.641,652.784,203.303,200.062,197.192,0.989,0.985,0.913,276.000,2606.000,1,[29],15540.000,1457270.998,459.446,144.180,141.197,140.146,0.986,0.992,0.925,0.502,2.000
27,31688.000,4243322.541,660.098,207.885,204.114,197.675,0.990,0.968,0.914,276.000,2048.000,1,[30],15112.000,1397483.592,452.132,143.611,141.113,136.369,0.987,0.966,0.929,0.477,0.000
29,34152.000,4747751.864,685.754,215.081,210.620,206.537,0.990,0.980,0.913,296.000,1166.000,1,[31],15940.000,1513896.817,466.274,146.711,143.852,141.103,0.986,0.981,0.921,0.467,2.000
30,34724.000,4867527.587,690.926,214.895,211.184,209.381,0.990,0.991,0.914,302.000,3252.000,1,[32],16544.000,1600753.951,474.759,149.466,146.419,143.867,0.987,0.983,0.922,0.476,2.000
31,34292.000,4776975.598,688.098,214.830,210.979,207.007,0.988,0.981,0.910,322.000,3698.000,1,[33],16460.000,1588578.010,474.274,149.466,146.736,142.826,0.986,0.973,0.920,0.480,2.828
33,32648.000,4437605.314,672.583,208.403,204.796,203.022,0.987,0.991,0.907,352.000,318.000,1,[35],16132.000,1541331.735,469.103,147.092,144.023,142.618,0.985,0.990,0.921,0.494,2.000
34,35036.000,4933277.855,698.725,217.117,213.541,208.952,0.988,0.978,0.902,426.000,942.000,1,[37],16276.000,1562015.439,471.931,149.372,146.169,141.781,0.986,0.970,0.918,0.465,2.000
35,34328.000,4784499.930,691.897,214.401,210.386,207.783,0.988,0.987,0.901,432.000,724.000,1,[38],16188.000,1549364.475,470.274,147.092,144.246,142.905,0.985,0.991,0.920,0.472,2.000
36,33100.000,4530079.158,672.098,211.376,206.724,203.893,0.990,0.986,0.921,440.000,2920.000,1,[40],16328.000,1569507.111,471.931,148.499,144.841,143.539,0.986,0.991,0.921,0.493,2.000
37,11840.000,969150.789,416.132,129.522,123.578,122.225,0.972,0.987,0.859,418.000,470.000,1,[36],6368.000,382268.386,295.078,94.340,91.238,88.884,0.975,0.974,0.919,0.538,2.828
38,33880.000,4691145.495,686.441,213.335,209.622,205.875,0.989,0.982,0.904,454.000,1560.000,1,[41],16152.000,1544198.973,469.588,146.711,143.812,143.006,0.986,0.994,0.920,0.477,2.000
39,41552.000,6371646.876,768.382,259.260,253.816,209.095,0.989,0.821,0.884,474.000,1304.000,1,[46],20544.000,2215089.660,673.754,207.711,209.499,134.278,0.918,0.596,0.569,0.494,5.657
40,34172.000,4751923.023,685.754,215.407,210.451,206.827,0.989,0.982,0.913,482.000,1864.000,1,[42],16656.000,1617036.670,474.759,149.907,146.778,144.485,0.988,0.984,0.929,0.487,2.000
41,33264.000,4563788.485,677.269,210.618,207.263,204.385,0.989,0.986,0.911,482.000,2116.000,1,[43],16660.000,1617619.211,474.274,150.586,147.226,144.091,0.989,0.979,0.931,0.501,0.000
42,32136.000,4333627.000,666.441,208.586,205.695,198.956,0.989,0.967,0.909,478.000,2608.000,1,[44],16284.000,1563167.226,471.931,149.050,146.430,141.601,0.987,0.967,0.919,0.507,0.000
44,29904.000,3890072.777,640.299,200.180,197.425,192.904,0.989,0.977,0.917,498.000,3564.000,1,[47],15848.000,1500809.237,465.103,147.851,144.162,140.035,0.985,0.971,0.921,0.530,0.000
45,33204.000,4551446.142,674.926,211.698,208.622,202.683,0.990,0.971,0.916,510.000,3208.000,1,[48],15932.000,1512757.263,465.103,146.820,143.785,141.093,0.987,0.981,0.926,0.480,0.000
47,34104.000,4737746.067,687.411,213.354,209.854,206.986,0.988,0.986,0.907,562.000,552.000,1,[50],16328.000,1569507.111,471.931,148.647,145.469,142.917,0.985,0.982,0.921,0.479,0.000
48,34816.000,4886884.906,877.921,290.462,243.998,194.357,0.888,0.745,0.568,604.000,2430.000,1,[51],16588.000,1607144.181,475.931,153.114,150.106,140.732,0.986,0.937,0.920,0.476,8.944
49,33748.000,4663756.431,681.754,211.698,208.080,206.520,0.989,0.992,0.912,628.000,3732.000,1,[52],16540.000,1600173.442,475.931,149.626,146.748,143.521,0.986,0.978,0.918,0.490,2.000
50,29988.000,3906475.038,641.955,202.514,199.254,191.645,0.989,0.962,0.914,632.000,978.000,1,[53],15712.000,1481531.896,463.931,148.405,146.233,136.819,0.985,0.936,0.917,0.524,0.000
51,65144.000,12507641.735,978.455,347.333,353.834,235.982,0.990,0.662,0.855,682.000,1404.000,2,"[54, 60]",17184.000,1695829.666,535.713,180.103,176.396,129.834,0.944,0.727,0.770,0.264,65.951
54,35852.000,5106623.999,702.725,218.358,214.994,212.341,0.989,0.988,0.912,678.000,3452.000,1,[55],17620.000,1759432.688,490.759,153.844,150.793,148.782,0.986,0.987,0.919,0.491,2.000
56,30468.000,4000642.282,649.127,205.767,199.242,194.853,0.987,0.977,0.909,712.000,264.000,1,[57],16084.000,1534457.615,467.446,147.078,143.949,142.277,0.987,0.988,0.925,0.528,2.000
57,32828.000,4474354.988,672.098,211.405,205.507,203.456,0.989,0.990,0.913,720.000,2872.000,1,[58],16540.000,1600173.442,473.588,148.930,145.816,144.432,0.987,0.990,0.927,0.504,2.000
58,33392.000,4590156.023,677.754,210.038,206.352,206.055,0.989,0.998,0.913,740.000,1776.000,1,[61],16332.000,1570083.889,471.446,148.189,145.620,142.814,0.987,0.981,0.923,0.489,0.000
62,33088.000,4527615.895,677.754,210.618,207.113,203.473,0.987,0.982,0.905,760.000,3076.000,1,[62],16184.000,1548790.246,471.931,148.297,145.560,141.567,0.985,0.973,0.913,0.489,0.000
63,34172.000,4751923.023,684.583,215.935,212.325,204.942,0.989,0.965,0.916,768.000,1986.000,1,[63],16548.000,1601334.530,474.759,151.169,147.275,143.071,0.987,0.971,0.923,0.484,2.000
64,34588.000,4838959.371,689.269,215.407,211.380,208.422,0.989,0.986,0.915,770.000,1138.000,1,[64],16008.000,1523594.561,467.446,146.328,142.825,142.726,0.986,0.999,0.921,0.463,0.000
65,34572.000,4835602.092,689.068,215.935,211.236,208.434,0.990,0.987,0.915,848.000,2182.000,1,[66],17028.000,1671511.091,481.588,151.605,149.251,145.268,0.987,0.973,0.923,0.493,2.000
66,34860.000,4896151.803,693.754,216.933,212.620,208.818,0.989,0.982,0.910,852.000,3276.000,1,[67],16332.000,1570083.889,473.588,147.648,144.776,143.641,0.985,0.992,0.915,0.469,2.000
67,8732.000,613810.610,377.647,115.169,107.126,104.380,0.947,0.969,0.769,812.000,154.000,1,[65],4620.000,236225.493,248.451,81.437,79.480,74.041,0.979,0.931,0.941,0.529,2.000
68,33624.000,4638076.053,682.725,211.632,207.558,206.305,0.987,0.994,0.906,856.000,2640.000,1,[68],16520.000,1597271.949,474.759,151.605,148.579,141.590,0.986,0.953,0.921,0.491,2.000
